Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type
103,8.21,0,0.010808271999999999,7,150.5392,3,2009,1,2,2
57,12.857645184136183,0,0.184035253,4,42.2138,4,1985,2,0,0
1278,14.6,0,0.025702994,9,199.9084,8,1997,2,0,1
832,9.3,1,0.033431669,10,153.1314,6,2004,2,1,1
1385,18.85,0,0.040599962999999996,9,244.0144,2,2007,2,1,1
1008,5.75,1,0.075107656,4,112.8176,1,1987,0,2,1
1233,17.75,1,0.06749003599999999,0,185.22400000000002,6,2004,2,1,1
458,15.1,1,0.106097275,6,43.2796,3,2009,1,2,2
169,6.48,0,0.033952603,13,148.2076,9,1999,1,0,1
526,11.8,1,0.09357779,13,125.9704,1,1987,0,2,1
326,8.895,0,0.026397141000000002,5,207.8954,7,2002,2,1,1
844,6.46,1,0.049162885,6,146.9102,8,1997,2,0,1
506,7.22,1,0.03832122,0,61.851000000000006,8,1997,2,0,1
979,13.65,1,0.06613202877895127,10,36.6532,2,2007,2,1,1
1461,20.35,0,0.039235527,9,127.2678,1,1987,0,2,1
849,6.715,1,0.12183295599999999,0,43.5454,7,2002,2,1,1
1374,12.15,0,0.06613202877895127,9,117.615,1,1987,0,2,1
61,5.78,0,0.014614357,14,147.3102,3,2009,1,2,2
900,12.857645184136183,0,0.024546147999999997,5,34.619,4,1985,2,0,0
1043,9.6,1,0.027399064,13,258.3304,7,2002,2,1,1
1354,7.68,0,0.255348289,8,84.4224,0,1998,2,2,0
184,16.25,0,0.087158654,4,95.141,6,2004,2,1,1
571,7.445,0,0.037845086,0,75.5354,2,2007,2,1,1
513,5.095,1,0.129705008,13,141.8838,9,1999,1,0,1
711,6.76,1,0.029100745,6,80.696,3,2009,1,2,2
173,7.81,1,0.055451725,3,122.6046,3,2009,1,2,2
1374,12.15,0,0.029569276000000002,9,115.015,9,1999,1,0,1
209,7.575,0,0.055390120999999994,4,195.2768,8,1997,2,0,1
411,12.857645184136183,0,0.037712875,10,64.4826,5,1985,1,2,3
1395,20.5,0,0.023179181,11,154.034,9,1999,1,0,1
736,20.5,1,0.11304588300000001,6,194.1478,2,2007,2,1,1
614,14.1,0,0.126035694,6,86.4198,7,2002,2,1,1
1249,8.185,0,0.038789271,6,115.6808,9,1999,1,0,1
1456,12.857645184136183,0,0.134418705,9,99.67,5,1985,1,2,3
199,11.15,1,0.105287746,0,103.2648,6,2004,2,1,1
1207,5.8,0,0.130955811,4,90.3172,8,1997,2,0,1
1345,8.6,0,0.032672263,8,141.2154,9,1999,1,0,1
288,7.5,0,0.032626952,5,235.9906,8,1997,2,0,1
811,20.2,1,0.039215075,2,157.66299999999998,1,1987,0,2,1
1246,19.7,1,0.018061324,10,102.59899999999999,7,2002,2,1,1
1276,19.6,0,0.041374909,9,89.2514,7,2002,2,1,1
1280,12.857645184136183,0,0.008519718,8,116.9492,5,1985,1,2,3
310,18.85,0,0.141642219,3,168.1132,8,1997,2,0,1
522,17.7,1,0.12206551800000001,10,103.3674,9,1999,1,0,1
1384,12.35,0,0.041973712,8,35.7216,2,2007,2,1,1
1464,17.6,0,0.018905326,8,234.65900000000002,8,1997,2,0,1
635,15.7,0,0.045203854,5,180.266,8,1997,2,0,1
85,14.7,0,0.02090277,7,144.5128,1,1987,0,2,1
613,12.857645184136183,1,0.04586701,5,37.9506,5,1985,1,2,3
28,4.59,0,0.070767174,14,111.986,6,2004,2,1,1
67,8.575,0,0.023885957000000003,14,106.62799999999999,8,1997,2,0,1
3,7.39,0,0.082367244,14,187.753,9,1999,1,0,1
317,10.5,1,0.066315023,15,78.296,7,2002,2,1,1
1509,10.1,0,0.030269774,8,152.4656,7,2002,2,1,1
54,6.13,0,0.077169953,4,63.0536,2,2007,2,1,1
726,6.785,1,0.042153502,10,44.0112,3,2009,1,2,2
21,6.135,0,0.079094835,14,114.38600000000001,9,1999,1,0,1
332,14.85,0,0.09365216800000001,0,141.5812,7,2002,2,1,1
1177,12.1,0,0.030250132000000002,3,75.267,3,2009,1,2,2
870,7.825,0,0.07995298299999999,10,62.7826,3,2009,1,2,2
1428,7.235,0,0.077011493,9,117.3492,7,2002,2,1,1
779,15.7,1,0.018930352,6,59.4536,8,1997,2,0,1
561,12.857645184136183,0,0.011180843000000001,13,213.456,5,1985,1,2,3
1185,4.88,1,0.06613202877895127,0,53.1298,6,2004,2,1,1
357,16.2,0,0.103894671,3,101.29899999999999,3,2009,1,2,2
620,9.195,1,0.04712061,5,53.1666,8,1997,2,0,1
278,16.6,0,0.050392993,3,118.4124,7,2002,2,1,1
165,20.35,1,0.030975716,4,253.9672,9,1999,1,0,1
327,20.1,1,0.054455495,5,149.5366,8,1997,2,0,1
1328,20.2,0,0.11222774699999999,9,123.5046,1,1987,0,2,1
123,16.6,0,0.135620265,7,172.9422,1,1987,0,2,1
315,18.1,0,0.022380952000000003,6,93.6094,1,1987,0,2,1
1355,12.35,0,0.274405193,9,117.1124,0,1998,2,2,0
812,12.857645184136183,1,0.017466284,10,45.4718,5,1985,1,2,3
1053,16.75,0,0.045117476,13,187.9556,9,1999,1,0,1
921,5.82,1,0.06613202877895127,6,256.633,9,1999,1,0,1
1148,12.857645184136183,1,0.084404264,4,49.5376,4,1985,2,0,0
354,9.6,0,0.036341539,6,142.9154,9,1999,1,0,1
42,9.0,0,0.038925251,14,34.919000000000004,8,1997,2,0,1
1009,20.2,1,0.09670940800000001,10,175.8028,7,2002,2,1,1
763,16.5,1,0.079713576,6,101.3332,8,1997,2,0,1
399,6.63,1,0.010937229,13,55.8588,6,2004,2,1,1
560,12.857645184136183,1,0.048738407000000004,6,152.8682,5,1985,1,2,3
699,7.865,0,0.061405050999999995,2,166.3526,2,2007,2,1,1
976,12.857645184136183,1,0.075384242,0,262.7568,5,1985,1,2,3
502,8.895,1,0.137618927,5,161.5236,6,2004,2,1,1
1427,13.15,0,0.024790707000000002,9,177.5686,2,2007,2,1,1
1129,17.2,0,0.156298858,10,162.1578,8,1997,2,0,1
1415,12.857645184136183,0,0.091411749,8,121.37299999999999,4,1985,2,0,0
865,6.675,0,0.041986639000000006,13,93.2462,9,1999,1,0,1
744,11.5,0,0.173483253,6,129.0652,6,2004,2,1,1
395,13.1,0,0.006087409,5,185.0898,3,2009,1,2,2
1153,16.75,0,0.104768536,13,155.16299999999998,1,1987,0,2,1
867,14.3,0,0.130415118,0,75.9328,8,1997,2,0,1
97,20.25,0,0.036399733999999996,4,219.3482,7,2002,2,1,1
649,12.857645184136183,0,0.122896411,6,111.1912,4,1985,2,0,0
1053,12.857645184136183,0,0.07887225099999999,13,189.5556,4,1985,2,0,0
1210,16.75,0,0.08165147,6,258.3988,3,2009,1,2,2
1041,9.8,0,0.10693374800000001,6,175.33700000000002,7,2002,2,1,1
783,12.65,0,0.035482562,0,231.40099999999998,7,2002,2,1,1
797,12.857645184136183,1,0.060134441,5,153.0656,5,1985,1,2,3
1540,12.857645184136183,0,0.060888514000000005,9,130.1968,5,1985,1,2,3
1502,15.1,0,0.055793586,9,139.7496,1,1987,0,2,1
666,18.85,1,0.138868769,13,251.8724,3,2009,1,2,2
731,12.857645184136183,0,0.034203092000000004,0,43.3086,5,1985,1,2,3
1130,17.85,0,0.065810045,5,149.105,8,1997,2,0,1
938,18.85,1,0.06823032,4,121.044,3,2009,1,2,2
1408,12.857645184136183,0,0.09147267,11,184.6608,5,1985,1,2,3
336,20.7,0,0.04903471,6,39.9506,2,2007,2,1,1
761,12.65,0,0.069817659,10,53.5324,2,2007,2,1,1
111,14.15,0,0.036147029,14,39.3138,2,2007,2,1,1
1425,9.6,0,0.029638267000000003,9,42.6086,6,2004,2,1,1
374,15.1,1,0.019965179,5,130.531,9,1999,1,0,1
1000,20.85,0,0.037403973,5,192.5478,8,1997,2,0,1
1151,5.655,0,0.085447928,6,165.85,7,2002,2,1,1
1467,12.5,0,0.006765149,9,41.7112,8,1997,2,0,1
1066,20.2,1,0.06613202877895127,0,197.21099999999998,1,1987,0,2,1
507,12.857645184136183,1,0.044063785,3,147.2418,4,1985,2,0,0
295,12.15,0,0.018439138,5,254.7698,9,1999,1,0,1
616,5.78,1,0.074087369,13,264.9568,1,1987,0,2,1
1492,14.6,0,0.059405152,9,179.6976,8,1997,2,0,1
1504,5.11,0,0.034945416,9,161.121,7,2002,2,1,1
679,13.15,0,0.022924552,6,157.892,2,2007,2,1,1
223,20.85,0,0.021312043,6,104.9306,1,1987,0,2,1
882,13.8,1,0.06613202877895127,6,74.3012,7,2002,2,1,1
1438,19.6,0,0.06613202877895127,8,150.3024,3,2009,1,2,2
376,7.97,0,0.021531416,12,108.4596,6,2004,2,1,1
363,10.195,1,0.017730951000000002,15,239.8538,2,2007,2,1,1
1312,12.857645184136183,0,0.047098175,9,75.5354,4,1985,2,0,0
12,5.73,0,0.045556680999999995,14,85.3882,3,2009,1,2,2
875,19.2,0,0.035384612,13,180.3318,2,2007,2,1,1
1487,12.857645184136183,0,0.157190017,8,156.8604,4,1985,2,0,0
1456,15.75,0,0.13583682800000002,9,100.37,2,2007,2,1,1
881,15.15,1,0.066551268,5,144.67600000000002,2,2007,2,1,1
1243,6.035,1,0.06577134400000001,0,185.324,6,2004,2,1,1
1512,6.775,0,0.10545930699999999,9,84.625,7,2002,2,1,1
947,14.15,0,0.035263498,3,254.8014,6,2004,2,1,1
1438,19.6,0,0.042324556,8,150.9024,0,1998,2,2,0
550,10.8,0,0.098814721,10,100.5042,3,2009,1,2,2
1342,11.3,0,0.047912070999999994,9,179.86599999999999,3,2009,1,2,2
1122,12.85,0,0.022649892999999997,6,179.3318,7,2002,2,1,1
1414,16.35,0,0.016979063,9,97.441,1,1987,0,2,1
1117,10.1,0,0.024262772000000002,3,117.615,3,2009,1,2,2
497,13.1,0,0.037793818,6,173.8054,2,2007,2,1,1
520,18.75,0,0.052917345,13,190.6504,7,2002,2,1,1
356,12.15,0,0.062235982999999995,15,34.5532,1,1987,0,2,1
968,13.35,0,0.102426197,4,230.6352,1,1987,0,2,1
1263,20.5,0,0.11954738699999999,0,108.9596,9,1999,1,0,1
1024,7.645,1,0.067083367,13,44.0112,2,2007,2,1,1
2,8.27,1,0.127927931,14,184.8924,8,1997,2,0,1
1477,16.35,0,0.09056219199999999,9,198.21099999999998,8,1997,2,0,1
1499,11.8,0,0.05872513099999999,8,82.3618,6,2004,2,1,1
107,12.857645184136183,0,0.125793938,7,36.2506,4,1985,2,0,0
552,12.857645184136183,1,0.06613202877895127,6,120.5072,5,1985,1,2,3
453,18.25,0,0.10084386,15,166.3526,0,1998,2,2,0
1543,13.65,0,0.077390746,8,54.693000000000005,7,2002,2,1,1
706,17.85,0,0.06613202877895127,1,93.1436,7,2002,2,1,1
1373,11.6,0,0.037639672,8,98.4042,9,1999,1,0,1
1276,19.6,0,0.041355366,9,88.7514,9,1999,1,0,1
686,12.857645184136183,1,0.13093275,5,86.9198,5,1985,1,2,3
1233,17.75,1,0.067777778,0,186.924,3,2009,1,2,2
13,13.8,0,0.058339153,4,246.2802,3,2009,1,2,2
924,16.7,1,0.061992874,13,60.9562,1,1987,0,2,1
35,20.75,0,0.021250002,14,150.5024,8,1997,2,0,1
786,20.35,1,0.150947728,10,81.0276,1,1987,0,2,1
1290,15.0,0,0.044908404000000006,8,140.2838,8,1997,2,0,1
1235,11.6,1,0.144832027,4,239.8222,2,2007,2,1,1
1539,13.5,0,0.055075504000000004,8,33.3874,9,1999,1,0,1
494,11.5,1,0.126114605,5,99.3358,3,2009,1,2,2
683,17.25,1,0.125224466,2,41.248000000000005,8,1997,2,0,1
119,13.15,0,0.056429024,14,144.2812,8,1997,2,0,1
1126,18.2,1,0.026064486,0,241.8196,8,1997,2,0,1
202,8.21,0,0.045016894,4,87.6198,7,2002,2,1,1
956,4.92,0,0.04595503099999999,0,199.1084,8,1997,2,0,1
1051,16.0,0,0.077290355,6,44.5086,2,2007,2,1,1
1401,14.5,0,0.019459163999999998,11,161.621,1,1987,0,2,1
913,15.5,0,0.06613202877895127,13,141.547,2,2007,2,1,1
1099,12.857645184136183,1,0.064625342,10,176.937,4,1985,2,0,0
300,13.3,0,0.02136022,0,120.4124,3,2009,1,2,2
1131,19.1,0,0.09688421,6,233.5958,9,1999,1,0,1
682,13.35,0,0.065215312,0,93.4804,3,2009,1,2,2
470,13.65,1,0.073209447,5,197.6426,3,2009,1,2,2
1435,12.857645184136183,0,0.014205168,9,56.7614,5,1985,1,2,3
82,19.6,0,0.033901442000000004,14,56.2614,8,1997,2,0,1
298,7.945,0,0.015863075,13,161.821,1,1987,0,2,1
564,6.65,0,0.05339798900000001,3,149.3734,7,2002,2,1,1
108,12.857645184136183,0,0.077046505,14,189.453,4,1985,2,0,0
231,8.75,1,0.074743226,6,187.6556,9,1999,1,0,1
423,7.405,0,0.015358176000000001,3,92.4146,2,2007,2,1,1
273,7.72,0,0.12149774199999999,6,119.744,6,2004,2,1,1
193,11.35,1,0.063226306,4,87.9856,8,1997,2,0,1
1384,12.35,0,0.041802518,8,34.8216,9,1999,1,0,1
677,19.35,1,0.065507999,10,168.9816,6,2004,2,1,1
184,16.25,0,0.087102593,4,96.041,1,1987,0,2,1
1533,12.857645184136183,0,0.15609456900000002,8,144.3102,4,1985,2,0,0
1094,9.6,0,0.035579135,13,244.417,8,1997,2,0,1
0,11.6,0,0.068535039,14,143.0154,0,1998,2,2,0
692,12.857645184136183,1,0.03670437,10,228.1352,5,1985,1,2,3
148,11.3,1,0.067107448,5,258.1962,2,2007,2,1,1
977,8.355,0,0.18832266399999997,3,148.5418,3,2009,1,2,2
369,10.3,1,0.058918844000000005,6,191.653,9,1999,1,0,1
708,6.3,0,0.21332355,3,208.52700000000002,0,1998,2,2,0
1434,16.2,0,0.06613202877895127,8,182.1608,9,1999,1,0,1
1450,15.35,0,0.035143024,9,124.37299999999999,6,2004,2,1,1
1040,12.857645184136183,1,0.158954903,5,34.9558,5,1985,1,2,3
113,19.5,1,0.077157727,14,232.4958,6,2004,2,1,1
776,15.0,1,0.077999504,10,238.0248,6,2004,2,1,1
308,7.6,1,0.23836644199999998,15,171.8448,0,1998,2,2,0
418,8.84,1,0.076681143,5,110.7228,9,1999,1,0,1
993,7.63,1,0.135258515,13,47.2402,3,2009,1,2,2
697,8.0,1,0.050657232,1,249.9092,0,1998,2,2,0
1031,14.85,1,0.035400659,6,161.9578,3,2009,1,2,2
97,12.857645184136183,0,0.036150153,4,219.5482,5,1985,1,2,3
263,15.6,0,0.11681595300000001,5,75.567,1,1987,0,2,1
987,12.35,0,0.026681262,3,56.4246,8,1997,2,0,1
360,14.3,1,0.065207559,6,89.8856,8,1997,2,0,1
687,12.857645184136183,1,0.106538757,6,145.4786,5,1985,1,2,3
895,12.857645184136183,1,0.076387367,13,112.1518,5,1985,1,2,3
1235,11.6,1,0.144604071,4,240.8222,3,2009,1,2,2
916,20.85,0,0.032421521,0,181.666,1,1987,0,2,1
1441,19.35,0,0.027714371,8,65.6168,8,1997,2,0,1
567,9.8,0,0.026992587999999998,10,127.302,2,2007,2,1,1
1226,12.857645184136183,1,0.047358246,4,123.1756,5,1985,1,2,3
337,19.35,1,0.049736267,6,76.8644,7,2002,2,1,1
1461,20.35,0,0.039329257,9,127.6678,9,1999,1,0,1
687,5.46,1,0.107274301,6,145.5786,7,2002,2,1,1
247,12.15,0,0.015484763,5,211.9928,9,1999,1,0,1
760,10.1,0,0.032283676000000004,3,52.2008,2,2007,2,1,1
940,13.3,0,0.063695084,5,151.0708,7,2002,2,1,1
1343,8.645,0,0.143303291,8,96.34100000000001,1,1987,0,2,1
1271,6.965,0,0.047784475,9,158.8604,0,1998,2,2,0
213,17.75,0,0.014568036000000001,6,158.1262,1,1987,0,2,1
840,17.0,1,0.140311123,3,265.6884,2,2007,2,1,1
1198,5.305,1,0.04710181,10,181.8608,9,1999,1,0,1
494,11.5,1,0.125579201,5,99.7358,6,2004,2,1,1
676,6.615,1,0.091895319,3,248.6408,1,1987,0,2,1
634,12.857645184136183,1,0.157701958,10,158.7946,5,1985,1,2,3
835,20.0,1,0.028167478,6,45.5744,9,1999,1,0,1
1306,10.0,0,0.021407511,9,248.175,1,1987,0,2,1
265,17.0,0,0.136008489,6,171.7106,7,2002,2,1,1
696,13.65,1,0.021343732,13,58.3588,0,1998,2,2,0
100,14.1,0,0.088172355,4,232.2668,7,2002,2,1,1
122,6.57,0,0.066069578,7,261.0278,8,1997,2,0,1
806,20.5,0,0.036110222000000004,6,120.1756,1,1987,0,2,1
1379,18.85,0,0.168266556,9,195.5136,3,2009,1,2,2
730,12.857645184136183,0,0.039385518,13,164.8526,5,1985,1,2,3
753,13.65,1,0.080804019,5,261.1936,7,2002,2,1,1
949,6.26,1,0.009923732,10,152.8366,2,2007,2,1,1
729,20.75,0,0.108710162,13,161.7578,8,1997,2,0,1
248,10.65,0,0.024069113,6,56.2272,3,2009,1,2,2
31,15.35,0,0.07326933599999999,14,92.11200000000001,6,2004,2,1,1
273,7.72,0,0.12201574400000001,6,121.744,3,2009,1,2,2
854,6.11,1,0.103340142,6,131.2968,3,2009,1,2,2
1353,20.1,0,0.034848629,9,118.6782,2,2007,2,1,1
1372,7.475,0,0.013146636000000001,9,214.5192,7,2002,2,1,1
1535,19.0,0,0.017755213,8,211.7244,7,2002,2,1,1
318,12.857645184136183,0,0.212293753,3,92.2778,4,1985,2,0,0
1545,16.75,0,0.076164013,8,34.0532,2,2007,2,1,1
1130,17.85,0,0.110152524,5,150.205,0,1998,2,2,0
617,7.895,1,0.095102092,2,104.4332,2,2007,2,1,1
739,15.85,0,0.11566015,1,218.3166,0,1998,2,2,0
1256,11.3,1,0.09131023699999999,10,96.9094,0,1998,2,2,0
64,17.5,0,0.098457814,14,171.7738,2,2007,2,1,1
527,12.857645184136183,1,0.127638966,0,104.5332,5,1985,1,2,3
1352,18.7,0,0.046348967000000005,8,153.6682,2,2007,2,1,1
653,12.857645184136183,0,0.126760908,2,176.937,4,1985,2,0,0
1454,13.0,0,0.041909345,9,255.0014,7,2002,2,1,1
148,11.3,1,0.066674465,5,259.1962,1,1987,0,2,1
1446,8.51,0,0.016176344,9,192.1478,3,2009,1,2,2
1172,9.395,1,0.17142216600000001,6,139.1838,7,2002,2,1,1
1205,14.0,0,0.023730384,0,104.3332,6,2004,2,1,1
645,7.365,0,0.160292264,13,94.712,7,2002,2,1,1
799,17.85,1,0.046599684,6,125.1388,6,2004,2,1,1
845,6.78,1,0.085981978,6,228.4694,7,2002,2,1,1
530,6.85,0,0.023012717999999998,5,262.0594,2,2007,2,1,1
1177,12.1,0,0.030188505,3,77.367,7,2002,2,1,1
144,7.535,0,0.06613202877895127,14,121.64399999999999,7,2002,2,1,1
257,16.0,1,0.172759093,13,157.0972,8,1997,2,0,1
788,7.35,1,0.014394261,6,241.3512,7,2002,2,1,1
909,13.35,0,0.032230526,10,61.4194,9,1999,1,0,1
667,6.575,1,0.07549348,1,143.5444,6,2004,2,1,1
273,7.72,0,0.12152072,6,118.244,8,1997,2,0,1
1251,7.485,0,0.069405301,13,112.1228,3,2009,1,2,2
820,5.405,1,0.053611144000000006,3,197.7742,6,2004,2,1,1
265,17.0,0,0.135707553,6,172.5106,6,2004,2,1,1
61,5.78,0,0.014584584,14,146.3102,7,2002,2,1,1
1122,12.857645184136183,0,0.039576776,6,179.9318,4,1985,2,0,0
270,10.895,1,0.009636821,4,121.87299999999999,9,1999,1,0,1
1312,20.7,0,0.02695441,9,73.2354,7,2002,2,1,1
421,12.857645184136183,1,0.032750291,13,112.1518,5,1985,1,2,3
712,12.857645184136183,0,0.11995987300000001,6,45.506,5,1985,1,2,3
1027,17.35,1,0.02758789,3,86.1856,1,1987,0,2,1
1550,12.857645184136183,0,0.164864915,9,255.2698,4,1985,2,0,0
907,9.0,0,0.079794329,3,80.1644,2,2007,2,1,1
1418,5.175,0,0.030479118,8,33.2874,3,2009,1,2,2
149,12.857645184136183,1,0.030794774,6,122.9072,5,1985,1,2,3
279,13.3,0,0.080131363,4,234.03,3,2009,1,2,2
375,16.35,0,0.06802430000000001,6,196.4426,1,1987,0,2,1
778,15.1,1,0.087406863,6,221.8456,8,1997,2,0,1
1360,19.75,0,0.01433033,9,104.2332,7,2002,2,1,1
1353,20.1,0,0.034646067,9,120.6782,6,2004,2,1,1
36,9.395,0,0.15965759599999998,14,224.972,7,2002,2,1,1
616,5.78,1,0.06613202877895127,13,263.7568,2,2007,2,1,1
997,9.5,1,0.06613202877895127,3,79.596,8,1997,2,0,1
694,11.1,1,0.053765212,6,163.1526,6,2004,2,1,1
523,12.3,0,0.021860985,5,193.3162,8,1997,2,0,1
1277,12.857645184136183,0,0.158096128,9,86.3882,4,1985,2,0,0
194,12.857645184136183,0,0.08279545,5,245.8776,5,1985,1,2,3
283,13.5,0,0.021617996,6,179.6976,2,2007,2,1,1
